video_id,title,published_at,view_count,topic_cluster,topic_terms,vader_compound,vader_label,transformer_label,sentiment_agree,sentiment_label,sentiment_compound
r6KUVeLAvPI,"GTA 6 Pre-Order Guide: Editions, Bonuses, Price & the No-Disc Surprise",2026-08-30 21:08:40,957,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9493,positive,neutral,False,positive,0.9493
N4EC3GvSJbI,Girl Boss Auto 6 | The GTA6 Trailer is PAINFULLY BAD,2026-08-30 23:21:39,146640,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9649,negative,negative,True,negative,-0.9649
CMXxuSmzXsk,"GTA 6: Robberies, Economy & How Money Works Now | Exclusive Deep Dive",2026-08-31 07:25:39,3080486,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.1779,negative,neutral,False,negative,-0.1779
1sreNek6phA,"$2 Billion, but GTA6 Couldn't Even Fix This.",2026-08-31 10:30:06,525108,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9684,positive,positive,True,positive,0.9684
xZzpNJsHz50,I Watched GTA 6: Gameplay in 0.25x Speed and Here's What I Found,2026-09-01 04:40:03,263169,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9761,positive,positive,True,positive,0.9761
33t4kUEBL5k,"GTA 6: Criminal Profile, Romance & How Your Relationship Works | Deep Dive (New Info)",2026-09-01 07:00:10,1088350,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6808,positive,neutral,False,positive,0.6808
IGWqPU1Qt3o,💀 GTA VI Crashed Netflix & Had Streamers HEATED,2026-09-01 10:39:47,1032073,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.872,negative,negative,True,negative,-0.872
TRwc96HEOqM,Grand Theft Auto 6 - 15 NEW Details You Need To Know Before You Pre-Order (Part 1),2026-09-01 10:45:19,209805,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9186,positive,neutral,False,positive,0.9186
mt8hPkDEpbw,GTA 6 GAMEPLAY Is FINALLY HERE.. and its INSANE!,2026-09-01 15:03:08,194434,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8342,negative,positive,False,negative,-0.8342
KAmKoKu17Wk,Big Mistakes from GTA 6 Extended Gameplay,2026-09-01 15:27:48,602607,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4767,negative,neutral,False,negative,-0.4767
qyOZtDNgK24,Los ERRORES de GTA 6 que demuestran que era GAMEPLAY REAL 🤔 #gta6 #gta #gaming #rockstargames,2026-09-01 18:00:07,2057234,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
NmKzxPpl8ho,250+ Rare Gameplay Details You Missed in GTA 6!,2026-09-01 19:51:32,87140,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.2586,positive,negative,False,positive,0.2586
1-NlqsjbomY,o GTA 6 vai ficar INJOGÁVEL por causa disso,2026-09-01 21:44:40,769875,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
W9WG94nVXyg,GTA 6 EXTENDED LOOK REACTION | My FIRST Reaction to GTA 6,2026-09-02 00:07:04,19192,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4389,positive,positive,True,positive,0.4389
JYWdV8X-nd0, GTA 6 EXTENDED LOOK  | TAMIL | 4K 60FPS | MASSIVE GAMEPLAY  | PLAYBOX TAMIL,2026-09-02 12:30:09,116606,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5696,positive,neutral,False,positive,0.5696
KkL15AQpso4,GTA 6: Jason Is Completely Misunderstood,2026-09-02 13:00:10,106719,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8403,positive,neutral,False,positive,0.8403
0HHej6Bw2x4,3 Mistakes You Missed in GTA 6’s Extended Trailer,2026-09-02 13:22:31,379747,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4468,negative,negative,True,negative,-0.4468
uOsBD2KTvbo,GTA 6 vs. GTA 5 | Insane Details! 🔥 PART 2,2026-09-02 13:23:02,203237,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8582,negative,neutral,False,negative,-0.8582
4qe6bB73P4k,Changement majeur GTA 6  #gta5 #gta6,2026-09-02 15:56:21,152543,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
Ta4l7A1u5bw,GTA VI Developers Didn't Forget Where They Started,2026-09-02 16:53:28,488412,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9516,positive,neutral,False,positive,0.9516
P3kvRIM5AtU,Rockstar Games Just Released 29 NEW GTA 6 Screenshots + 3 We've NEVER Seen Before!,2026-09-02 17:00:12,79153,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.3971,positive,positive,True,positive,0.3971
u2s2jlXAF2c,TONY STATOVCI REACTS TO THE GTA 6 EXTENDED LOOK,2026-09-02 19:00:16,145937,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
tbABaEYRZYo,6 GTA Creators talk about the GTA 6 Extended Look and More.. | The Roundtable Ep 5,2026-09-02 21:00:06,122470,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.75,positive,positive,True,positive,0.75
dtRqoaDWEGM,I Watched the GTA 6 Extended Look as a Producer (A Dev's Honest Answer),2026-09-03 00:30:23,45589,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.765,positive,neutral,False,positive,0.765
yZndHks5HbY,GTA 6 VS Watch Dogs 2 - Gameplay Comparison,2026-09-03 09:07:34,921178,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8807,positive,neutral,False,positive,0.8807
uMDv44Plfxo,GTA 6 ന്റെ Hacker Cyberleek എവിടെ!? 😱🔥 | #shorts #gta6 #funny #games #gta,2026-09-03 13:00:37,78713,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9854,negative,positive,False,negative,-0.9854
f3-OgzoTqyU,GTA 6 vor GTA 6: Der größte Leak aller Zeiten,2026-09-03 14:00:06,159891,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9324,negative,neutral,False,negative,-0.9324
sVPWOldCFmg,GTA 6 Netflix An Extended Look Trailer REACTION,2026-09-03 14:00:27,121102,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7825,positive,positive,True,positive,0.7825
3zvRkH-UpFk,GTA VI Physics Left The Chat...,2026-09-03 16:00:04,4910314,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.1511,positive,neutral,False,positive,0.1511
sj-eivW27R0,The New GTA VI PS5 Controller...,2026-09-03 17:30:15,94323,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.1511,positive,neutral,False,positive,0.1511
aV2UTpYIMzQ,GTA 6’s Map Just Got a HUGE UPDATE… And It’s INSANE,2026-09-03 20:00:01,139876,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.2064,positive,positive,True,positive,0.2064
7oU_r2vfGsk,Grand Theft Auto VI: Jason & Lucia - 8 Minutes of Open World Gameplay Trailer | (Concept),2026-09-03 20:45:25,44892,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8402,positive,neutral,False,positive,0.8402
3ctg368nSBk,iShowSpeed Reacts To EVERY GTA 6 Delay 😂💔,2026-09-03 22:35:12,190155,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7964,positive,negative,False,positive,0.7964
DT3G1pRF5Ek,Impressive DETAIL in GTA 6 Extended Look,2026-09-04 07:35:20,110983,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.875,positive,positive,True,positive,0.875
goP2uBxZSL4,GTA 6 Free Pre-Order 🎮 How to Pre-Order GTA 6 for FREE | FREE GTA VI PS5 & Xbox!,2026-09-04 12:54:30,3854,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.9859,positive,neutral,False,positive,0.9859
YL0Rzt4IL6M,60+ GTA 6 Gameplay Mechanics JUST GOT REVEALED!,2026-09-04 19:00:38,28625,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.829,negative,neutral,False,negative,-0.829
cYvrAbXil38,The Brutal New Mechanic Coming To GTA 6! 😱 #shorts,2026-09-04 23:00:31,20354,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.973,negative,negative,True,negative,-0.973
IUx-0S_2XKc,🤔 รวมจุดที่น่าสนใจจากวิดีโอ Extended Look ของ GTA6 . #gamingdose #grandtheftautovi #gtavi #gta,2026-09-05 03:00:17,50580,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.34,positive,neutral,False,positive,0.34
ZYQpS2tkI3g,Why Rockstar Hasn't Said A Word About GTA 6 Online,2026-09-05 07:00:24,761881,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.34,negative,negative,True,negative,-0.34
G69xJB-KvAw,Everything We Learned From The GTA6: Extended Look,2026-09-05 13:00:39,47097,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.5719,positive,positive,True,positive,0.5719
vySOIA_nEm0,Shawn Fonteno Reacts to GTA 6 Gameplay Reveal (Franklin Clinton's VA),2026-09-05 22:22:58,174526,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
5-5umxiCwYQ,GTA VI Punya DualSense Limited Edition! Sony Siapkan 2 Versi,2026-09-06 08:05:01,36564,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.6093,negative,positive,False,negative,-0.6093
-GF0gBunsqI,POV: when GTA 6 gets delayed#funny#viral#goviral#trending#memes#subscribe #likeandsubscribe ,2026-09-06 16:01:08,5800,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.4215,negative,negative,True,negative,-0.4215
H-v79lqslwk,15 New GTA 6 Gameplay Features & Mechanics Players Definitely Didn't Notice,2026-09-06 19:00:34,27653,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9696,positive,neutral,False,positive,0.9696
UtlbU7HoAeM,The GTA 6 delay was needed 🤷🏽‍♂️ #gaming #ps5 #gta6 #tech #donnywasthere,2026-09-07 01:04:51,7888,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.7096,negative,negative,True,negative,-0.7096
vkeGNzf1hSE,"GTA 6 Delayed to Nov 19, 2026 - 7 Details You Missed That Change Everything",2026-09-07 02:30:06,3,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.8747,negative,neutral,False,negative,-0.8747
